Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Asset Received(SYMBOL),Fee Paid In(SYMBOL),Quantity of Fee Paid,Quantity of Tds Paid
2022-10-24,12:49:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:11:11,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:42:28,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:43:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:23:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:26:48,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,14:23:48,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:43:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:37:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:47:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:59:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:49:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,15:02:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,15:05:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,16:06:53,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,14:47:29,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,15:50:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,16:15:10,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,16:15:17,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,16:15:24,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,16:15:40,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,16:15:00,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,16:15:29,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,22:54:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,20:26:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,23:21:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,16:16:11,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,23:20:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,23:34:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,00:19:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,00:21:17,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,00:12:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,04:36:19,Buy with INR,market,trx,INR,trx,1.05,0.0 
2022-10-25,04:36:43,Buy with INR,market,trx,INR,trx,0.666,0.0 
2022-10-25,04:32:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,00:17:19,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,04:43:49,Buy with INR,market,trx,INR,trx,1.9,0.0 
2022-10-25,04:37:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,04:41:00,Buy with INR,limit,trx,INR,trx,1.488,0.0 
2022-10-25,00:13:21,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,04:45:37,Buy with INR,market,trx,INR,trx,1.41,0.0 
2022-10-25,04:46:07,Buy with INR,limit,trx,INR,trx,0.404,0.0 
2022-10-25,04:44:56,Buy with INR,market,trx,INR,trx,1.962,0.0 
2022-10-25,04:48:53,Buy with INR,limit,trx,INR,trx,0.174,0.0 
2022-10-25,04:50:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,04:49:32,Buy with INR,limit,trx,INR,trx,24.496,0.0 
2022-10-25,04:44:15,Buy with INR,market,trx,INR,trx,1.55,0.0 
2022-10-25,04:51:34,Buy with INR,limit,trx,INR,trx,0.096,0.0 
2022-10-25,04:56:13,Buy with INR,limit,trx,INR,trx,5.484,0.0 
2022-10-25,04:57:10,Buy with INR,limit,trx,INR,trx,7.926,0.0 
2022-10-25,06:04:48,Buy with INR,limit,trx,INR,trx,0.136,0.0 
2022-10-25,05:44:53,Buy with INR,limit,trx,INR,trx,8.132,0.0 
2022-10-25,05:45:07,Buy with INR,limit,trx,INR,trx,3.578,0.0 
2022-10-25,06:05:16,Buy with INR,market,trx,INR,trx,0.378,0.0 
2022-10-25,06:06:12,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,06:05:32,Buy with INR,market,trx,INR,trx,0.256,0.0 
2022-10-25,06:05:11,Buy with INR,market,trx,INR,trx,0.352,0.0 
2022-10-25,06:11:21,Buy with INR,limit,trx,INR,trx,18.878,0.0 
2022-10-25,07:00:55,Buy with INR,limit,trx,INR,trx,9.11,0.0 
2022-10-25,07:01:07,Buy with INR,market,trx,INR,trx,6.85,0.0 
2022-10-25,06:49:57,Buy with INR,limit,trx,INR,trx,0.118,0.0 
2022-10-25,07:01:45,Buy with INR,limit,trx,INR,trx,2.482,0.0 
2022-10-25,07:01:16,Buy with INR,market,trx,INR,trx,3.028,0.0 
2022-10-25,07:13:12,Buy with INR,limit,trx,INR,trx,8.836,0.0 
2022-10-25,08:14:09,Buy with INR,limit,trx,INR,trx,1.978,0.0 
2022-10-25,09:20:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,07:13:29,Buy with INR,limit,trx,INR,trx,4.206,0.0 
2022-10-25,09:37:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,09:24:56,Buy with INR,market,trx,INR,trx,5.648,0.0 
2022-10-25,09:38:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,09:50:48,Buy with INR,market,trx,INR,trx,0.956,0.0 
2022-10-25,09:50:58,Buy with INR,market,trx,INR,trx,1.348,0.0 
2022-10-25,09:51:09,Buy with INR,market,trx,INR,trx,0.672,0.0 
2022-10-25,09:25:03,Buy with INR,market,trx,INR,trx,16.978,0.0 
2022-10-25,09:40:26,Buy with INR,limit,trx,INR,trx,0.188,0.0 
2022-10-25,09:51:46,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,09:53:51,Buy with INR,market,trx,INR,trx,7.618,0.0 
2022-10-25,09:54:07,Buy with INR,market,trx,INR,trx,17.132,0.0 
2022-10-25,09:56:16,Buy with INR,limit,trx,INR,trx,1.064,0.0 
2022-10-25,09:56:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,10:07:06,Buy with INR,limit,trx,INR,trx,0.344,0.0 
2022-10-25,10:08:19,Buy with INR,limit,trx,INR,trx,0.114,0.0 
2022-10-25,10:12:43,Buy with INR,limit,trx,INR,trx,0.046,0.0 
2022-10-25,10:10:40,Buy with INR,limit,trx,INR,trx,3.24,0.0 
2022-10-25,09:55:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,10:13:11,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,10:13:29,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,10:14:08,Buy with INR,limit,trx,INR,trx,0.154,0.0 
2022-10-25,10:15:19,Buy with INR,market,trx,INR,trx,0.77,0.0 
2022-10-25,12:41:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,12:38:43,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,13:09:16,Buy with INR,limit,trx,INR,trx,1.016,0.0 
2022-10-25,12:38:33,Buy with INR,market,trx,INR,trx,0.258,0.0 
2022-10-25,13:09:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,13:09:30,Buy with INR,limit,trx,INR,trx,0.274,0.0 
2022-10-25,13:01:43,Buy with INR,limit,trx,INR,trx,0.438,0.0 
2022-10-25,13:15:37,Buy with INR,limit,trx,INR,trx,0.444,0.0 
2022-10-25,12:43:40,Buy with INR,limit,trx,INR,trx,0.594,0.0 
2022-10-25,16:18:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,14:47:08,Buy with INR,limit,trx,INR,trx,34.034,0.0 
2022-10-25,16:19:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-25,20:22:52,Buy with INR,limit,trx,INR,trx,0.138,0.0 
2022-10-25,14:20:19,Buy with INR,limit,trx,INR,trx,17.922,0.0 
2022-10-25,20:25:04,Buy with INR,market,trx,INR,trx,6.95,0.0 
2022-10-25,20:25:27,Buy with INR,market,trx,INR,trx,0.06,0.0 
2022-10-25,20:24:48,Buy with INR,limit,trx,INR,trx,2.588,0.0 
2022-10-25,20:25:14,Buy with INR,market,trx,INR,trx,6.068,0.0 
2022-10-25,22:55:45,Buy with INR,limit,trx,INR,trx,42.772,0.0 
2022-10-26,09:25:42,Buy with INR,market,trx,INR,trx,4.412,0.0 
2022-10-26,09:25:48,Buy with INR,market,trx,INR,trx,0.456,0.0 
2022-10-26,09:26:00,Buy with INR,market,trx,INR,trx,0.318,0.0 
2022-10-26,09:26:06,Buy with INR,market,trx,INR,trx,0.262,0.0 
2022-10-26,09:25:54,Buy with INR,market,trx,INR,trx,3.584,0.0 
2022-10-26,09:31:05,Buy with INR,limit,trx,INR,trx,2.464,0.0 
2022-10-26,09:35:02,Buy with INR,limit,trx,INR,trx,0.154,0.0 
2022-10-26,09:37:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,09:26:33,Buy with INR,limit,trx,INR,trx,0.592,0.0 
2022-10-26,09:52:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,09:58:00,Buy with INR,limit,trx,INR,trx,2.77,0.0 
2022-10-26,09:39:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:17:00,Buy with INR,limit,trx,INR,trx,3.018,0.0 
2022-10-26,10:22:25,Buy with INR,limit,trx,INR,trx,8.29,0.0 
2022-10-26,10:13:29,Buy with INR,limit,trx,INR,trx,0.188,0.0 
2022-10-26,10:22:38,Buy with INR,market,trx,INR,trx,6.216,0.0 
2022-10-26,10:48:54,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:23:24,Buy with INR,limit,trx,INR,trx,0.26,0.0 
2022-10-26,10:48:29,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:49:16,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:22:55,Buy with INR,limit,trx,INR,trx,2.922,0.0 
2022-10-26,10:49:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:51:02,Buy with INR,limit,trx,INR,trx,0.138,0.0 
2022-10-26,10:59:27,Buy with INR,limit,trx,INR,trx,5.648,0.0 
2022-10-26,10:58:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,10:59:53,Buy with INR,limit,trx,INR,trx,3.502,0.0 
2022-10-26,10:56:44,Buy with INR,limit,trx,INR,trx,0.338,0.0 
2022-10-26,12:18:08,Buy with INR,limit,trx,INR,trx,4.948,0.0 
2022-10-26,12:50:41,Buy with INR,limit,trx,INR,trx,3.732,0.0 
2022-10-26,12:50:15,Buy with INR,limit,trx,INR,trx,9.51,0.0 
2022-10-26,12:56:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,12:56:03,Buy with INR,limit,trx,INR,trx,2.942,0.0 
2022-10-26,13:08:09,Buy with INR,limit,trx,INR,trx,0.112,0.0 
2022-10-26,12:33:23,Buy with INR,limit,trx,INR,trx,17.79,0.0 
2022-10-26,13:18:17,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,12:56:58,Buy with INR,limit,trx,INR,trx,7.826,0.0 
2022-10-26,13:21:11,Buy with INR,limit,trx,INR,trx,7.346,0.0 
2022-10-26,13:23:21,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,13:41:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,13:21:44,Buy with INR,limit,trx,INR,trx,0.178,0.0 
2022-10-26,13:22:42,Buy with INR,limit,trx,INR,trx,3.7,0.0 
2022-10-26,13:24:10,Buy with INR,limit,trx,INR,trx,0.19,0.0 
2022-10-26,14:46:20,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,14:42:43,Buy with INR,limit,trx,INR,trx,0.138,0.0 
2022-10-26,14:46:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,13:45:28,Buy with INR,limit,trx,INR,trx,0.47,0.0 
2022-10-26,14:58:15,Buy with INR,limit,trx,INR,trx,0.082,0.0 
2022-10-26,14:51:31,Buy with INR,limit,trx,INR,trx,0.178,0.0 
2022-10-26,15:00:59,Buy with INR,limit,trx,INR,trx,0.04,0.0 
2022-10-26,15:03:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,15:01:13,Buy with INR,limit,trx,INR,trx,0.148,0.0 
2022-10-26,14:57:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,15:04:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,15:06:57,Buy with INR,limit,trx,INR,trx,1.802,0.0 
2022-10-26,15:24:47,Buy with INR,limit,trx,INR,trx,0.156,0.0 
2022-10-26,15:41:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,15:39:17,Buy with INR,limit,trx,INR,trx,0.056,0.0 
2022-10-26,18:22:34,Buy with INR,limit,trx,INR,trx,2.96,0.0 
2022-10-26,15:35:07,Buy with INR,limit,trx,INR,trx,0.124,0.0 
2022-10-26,22:13:38,Buy with INR,limit,trx,INR,trx,0.054,0.0 
2022-10-26,15:45:49,Buy with INR,limit,trx,INR,trx,62.262,0.0 
2022-10-26,22:27:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,22:00:20,Buy with INR,limit,trx,INR,trx,0.186,0.0 
2022-10-26,22:33:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,22:28:17,Buy with INR,limit,trx,INR,trx,0.19,0.0 
2022-10-26,22:47:12,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,23:11:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,22:41:23,Buy with INR,limit,trx,INR,trx,0.482,0.0 
2022-10-26,22:40:38,Buy with INR,limit,trx,INR,trx,1.48,0.0 
2022-10-26,22:56:27,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,23:21:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-26,23:21:55,Buy with INR,market,trx,INR,trx,1.224,0.0 
2022-10-26,23:22:19,Buy with INR,market,trx,INR,trx,1.774,0.0 
2022-10-26,23:31:41,Buy with INR,limit,trx,INR,trx,4.362,0.0 
2022-10-26,23:22:27,Buy with INR,market,trx,INR,trx,0.572,0.0 
2022-10-27,00:26:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,00:27:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,00:47:13,Buy with INR,limit,trx,INR,trx,0.194,0.0 
2022-10-27,01:19:41,Buy with INR,limit,trx,INR,trx,6.804,0.0 
2022-10-27,01:19:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,01:18:16,Buy with INR,limit,trx,INR,trx,10.238,0.0 
2022-10-27,02:43:07,Buy with INR,limit,trx,INR,trx,3.67,0.0 
2022-10-27,02:49:33,Buy with INR,limit,trx,INR,trx,0.12,0.0 
2022-10-27,02:34:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:52:28,Buy with INR,limit,trx,INR,trx,2.628,0.0 
2022-10-27,02:51:35,Buy with INR,limit,trx,INR,trx,0.26,0.0 
2022-10-27,02:52:18,Buy with INR,market,trx,INR,trx,2.352,0.0 
2022-10-27,02:52:49,Buy with INR,limit,trx,INR,trx,2.94,0.0 
2022-10-27,02:54:09,Buy with INR,market,trx,INR,trx,0.06,0.0 
2022-10-27,02:53:59,Buy with INR,market,trx,INR,trx,0.062,0.0 
2022-10-27,02:54:36,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:54:25,Buy with INR,market,trx,INR,trx,0.044,0.0 
2022-10-27,02:53:33,Buy with INR,limit,trx,INR,trx,4.218,0.0 
2022-10-27,02:55:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:56:37,Buy with INR,limit,trx,INR,trx,1.64,0.0 
2022-10-27,00:27:41,Buy with INR,limit,trx,INR,trx,1.19,0.0 
2022-10-27,00:45:42,Buy with INR,limit,trx,INR,trx,4.692,0.0 
2022-10-27,01:05:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:56:55,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:59:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,02:57:37,Buy with INR,market,trx,INR,trx,1.006,0.0 
2022-10-27,03:06:28,Buy with INR,limit,trx,INR,trx,23.108,0.0 
2022-10-27,03:01:44,Buy with INR,market,trx,INR,trx,0.762,0.0 
2022-10-27,03:01:50,Buy with INR,market,trx,INR,trx,0.044,0.0 
2022-10-27,03:03:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,04:18:47,Buy with INR,limit,trx,INR,trx,0.458,0.0 
2022-10-27,03:11:28,Buy with INR,limit,trx,INR,trx,11.382,0.0 
2022-10-27,03:50:25,Buy with INR,limit,trx,INR,trx,0.582,0.0 
2022-10-27,04:05:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,04:23:54,Buy with INR,limit,trx,INR,trx,0.608,0.0 
2022-10-27,04:29:46,Buy with INR,market,trx,INR,trx,3.418,0.0 
2022-10-27,04:29:53,Buy with INR,market,trx,INR,trx,0.068,0.0 
2022-10-27,04:30:15,Buy with INR,market,trx,INR,trx,0.432,0.0 
2022-10-27,04:34:08,Buy with INR,limit,trx,INR,trx,0.102,0.0 
2022-10-27,04:34:40,Buy with INR,limit,trx,INR,trx,0.198,0.0 
2022-10-27,04:35:08,Buy with INR,market,trx,INR,trx,6.258,0.0 
2022-10-27,04:35:17,Buy with INR,market,trx,INR,trx,6.258,0.0 
2022-10-27,04:36:13,Buy with INR,limit,trx,INR,trx,0.262,0.0 
2022-10-27,04:54:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,04:43:38,Buy with INR,market,trx,INR,trx,1.858,0.0 
2022-10-27,04:43:57,Buy with INR,market,trx,INR,trx,1.742,0.0 
2022-10-27,04:44:54,Buy with INR,market,trx,INR,trx,0.08,0.0 
2022-10-27,04:55:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,04:58:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,04:58:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,05:04:42,Buy with INR,limit,trx,INR,trx,1.394,0.0 
2022-10-27,04:59:01,Buy with INR,market,trx,INR,trx,8.316,0.0 
2022-10-27,04:59:14,Buy with INR,limit,trx,INR,trx,8.218,0.0 
2022-10-27,04:59:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,05:07:37,Buy with INR,limit,trx,INR,trx,3.116,0.0 
2022-10-27,05:16:18,Buy with INR,limit,trx,INR,trx,0.304,0.0 
2022-10-27,05:19:23,Buy with INR,market,trx,INR,trx,0.198,0.0 
2022-10-27,05:19:39,Buy with INR,market,trx,INR,trx,0.194,0.0 
2022-10-27,05:22:27,Buy with INR,limit,trx,INR,trx,0.118,0.0 
2022-10-27,05:21:54,Buy with INR,market,trx,INR,trx,1.608,0.0 
2022-10-27,05:21:36,Buy with INR,market,trx,INR,trx,2.114,0.0 
2022-10-27,05:27:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,05:28:12,Buy with INR,market,trx,INR,trx,2.076,0.0 
2022-10-27,05:24:11,Buy with INR,limit,trx,INR,trx,0.194,0.0 
2022-10-27,05:28:30,Buy with INR,market,trx,INR,trx,0.078,0.0 
2022-10-27,05:28:22,Buy with INR,market,trx,INR,trx,2.25,0.0 
2022-10-27,05:33:00,Buy with INR,limit,trx,INR,trx,25.18,0.0 
2022-10-27,06:49:55,Buy with INR,limit,trx,INR,trx,0.194,0.0 
2022-10-27,06:53:26,Buy with INR,market,trx,INR,trx,7.414,0.0 
2022-10-27,06:45:49,Buy with INR,limit,trx,INR,trx,1.22,0.0 
2022-10-27,06:53:54,Buy with INR,market,trx,INR,trx,2.148,0.0 
2022-10-27,06:53:36,Buy with INR,market,trx,INR,trx,0.414,0.0 
2022-10-27,06:54:17,Buy with INR,market,trx,INR,trx,0.454,0.0 
2022-10-27,06:53:42,Buy with INR,market,trx,INR,trx,5.458,0.0 
2022-10-27,06:56:41,Buy with INR,limit,trx,INR,trx,1.836,0.0 
2022-10-27,07:03:50,Buy with INR,limit,trx,INR,trx,13.804,0.0 
2022-10-27,06:54:32,Buy with INR,market,trx,INR,trx,1.276,0.0 
2022-10-27,07:28:15,Buy with INR,limit,trx,INR,trx,0.074,0.0 
2022-10-27,07:35:19,Buy with INR,limit,trx,INR,trx,0.426,0.0 
2022-10-27,07:27:50,Buy with INR,market,trx,INR,trx,0.976,0.0 
2022-10-27,07:05:17,Buy with INR,limit,trx,INR,trx,0.416,0.0 
2022-10-27,07:43:44,Buy with INR,limit,trx,INR,trx,0.072,0.0 
2022-10-27,08:37:06,Buy with INR,limit,trx,INR,trx,23.158,0.0 
2022-10-27,07:44:31,Buy with INR,limit,trx,INR,trx,0.85,0.0 
2022-10-27,09:48:56,Buy with INR,limit,trx,INR,trx,14.102,0.0 
2022-10-27,07:29:13,Buy with INR,limit,trx,INR,trx,4.762,0.0 
2022-10-27,09:04:15,Buy with INR,limit,trx,INR,trx,22.672,0.0 
2022-10-27,14:51:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,14:53:05,Buy with INR,limit,trx,INR,trx,11.33,0.0 
2022-10-27,14:52:01,Buy with INR,limit,trx,INR,trx,14.066,0.0 
2022-10-27,14:55:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,14:55:44,Buy with INR,limit,trx,INR,trx,13.724,0.0 
2022-10-27,09:51:32,Buy with INR,limit,trx,INR,trx,2.528,0.0 
2022-10-27,14:56:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,16:15:43,Buy with INR,market,trx,INR,trx,2.044,0.0 
2022-10-27,16:15:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,15:01:56,Buy with INR,limit,trx,INR,trx,11.448,0.0 
2022-10-27,16:16:05,Buy with INR,market,trx,INR,trx,0.082,0.0 
2022-10-27,16:18:54,Buy with INR,limit,trx,INR,trx,22.18,0.0 
2022-10-27,16:15:24,Buy with INR,market,trx,INR,trx,2.174,0.0 
2022-10-27,16:16:44,Buy with INR,market,trx,INR,trx,9.334,0.0 
2022-10-27,16:16:55,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:24:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:24:27,Buy with INR,market,trx,INR,trx,4.222,0.0 
2022-10-27,22:28:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,16:21:51,Buy with INR,limit,trx,INR,trx,6.07,0.0 
2022-10-27,22:27:06,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:27:45,Buy with INR,limit,trx,INR,trx,3.306,0.0 
2022-10-27,22:40:21,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:44:08,Buy with INR,limit,trx,INR,trx,16.808,0.0 
2022-10-27,22:50:42,Buy with INR,limit,trx,INR,trx,16.326,0.0 
2022-10-27,22:51:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:47:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:56:45,Buy with INR,market,trx,INR,trx,3.886,0.0 
2022-10-27,22:51:54,Buy with INR,limit,trx,INR,trx,10.114,0.0 
2022-10-27,22:48:16,Buy with INR,limit,trx,INR,,,0.0 
2022-10-27,22:56:21,Buy with INR,market,trx,INR,trx,12.014,0.0 
2022-10-28,01:54:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,01:54:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,11:00:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,02:06:27,Buy with INR,limit,trx,INR,trx,5.942,0.0 
2022-10-28,02:00:36,Buy with INR,limit,trx,INR,trx,8.064,0.0 
2022-10-28,11:22:43,Buy with INR,limit,trx,INR,trx,26.782,0.0 
2022-10-28,11:49:51,Buy with INR,limit,trx,INR,trx,5.858,0.0 
2022-10-28,10:30:56,Buy with INR,limit,trx,INR,trx,17.084,0.0 
2022-10-27,03:01:36,Buy with INR,market,trx,INR,trx,0.814,0.0 
2022-10-28,12:44:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,13:03:57,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,13:03:36,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,13:04:22,Buy with INR,limit,trx,INR,trx,13.526,0.0 
2022-10-28,13:06:50,Buy with INR,limit,trx,INR,trx,7.978,0.0 
2022-10-28,22:05:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,17:16:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,22:07:31,Buy with INR,limit,trx,INR,trx,9.882,0.0 
2022-10-28,21:41:13,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,22:09:46,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,01:49:51,Buy with INR,limit,trx,INR,trx,7.648,0.0 
2022-10-29,02:14:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-28,22:12:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,02:07:01,Buy with INR,limit,trx,INR,trx,11.638,0.0 
2022-10-29,02:38:06,Buy with INR,limit,trx,INR,trx,27.624,0.0 
2022-10-29,03:28:56,Buy with INR,limit,trx,INR,trx,11.96,0.0 
2022-10-29,02:33:38,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,05:47:42,Buy with INR,limit,trx,INR,trx,26.86,0.0 
2022-10-29,05:54:39,Buy with INR,limit,trx,INR,trx,19.77,0.0 
2022-10-29,05:38:23,Buy with INR,limit,trx,INR,trx,13.818,0.0 
2022-10-29,07:05:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,09:18:48,Buy with INR,limit,trx,INR,trx,16.806,0.0 
2022-10-29,09:11:07,Buy with INR,limit,trx,INR,trx,2.17,0.0 
2022-10-29,08:22:28,Buy with INR,limit,trx,INR,trx,5.694,0.0 
2022-10-29,10:11:30,Buy with INR,limit,trx,INR,trx,3.664,0.0 
2022-10-29,09:20:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,10:12:44,Buy with INR,limit,trx,INR,trx,40.898,0.0 
2022-10-29,10:12:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,13:07:18,Buy with INR,limit,trx,INR,trx,16.25,0.0 
2022-10-29,13:46:53,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,13:47:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:26:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:18:20,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:07:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:50:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:29:38,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:33:48,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:01:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:56:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:53:49,Buy with INR,limit,trx,INR,trx,5.082,0.0 
2022-10-29,15:03:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:01:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:17:28,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,14:59:26,Buy with INR,limit,trx,INR,trx,29.5,0.0 
2022-10-29,15:01:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:30:21,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:15:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:26:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-29,15:28:57,Buy with INR,limit,trx,INR,,,0.0 
