Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Asset Received(SYMBOL),Fee Paid In(SYMBOL),Quantity of Fee Paid,Quantity of Tds Paid
2022-10-21,09:10:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:20:27,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:11:03,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:21:12,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:22:14,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:25:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:25:42,Buy with INR,limit,trx,INR,trx,28.658,0.0 
2022-10-21,09:25:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:28:38,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:29:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:29:16,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:30:37,Buy with INR,limit,trx,INR,trx,2.3,0.0 
2022-10-21,09:29:34,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:32:36,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:31:09,Buy with INR,limit,trx,INR,trx,1.746,0.0 
2022-10-21,09:34:11,Buy with INR,limit,trx,INR,trx,6.97,0.0 
2022-10-21,09:30:13,Buy with INR,limit,trx,INR,trx,0.114,0.0 
2022-10-21,13:06:17,Buy with INR,market,trx,INR,trx,1.916,0.0 
2022-10-21,13:06:27,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,13:06:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,09:33:56,Buy with INR,limit,trx,INR,trx,4.424,0.0 
2022-10-21,13:12:12,Buy with INR,limit,trx,INR,trx,0.186,0.0 
2022-10-21,13:08:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,14:01:00,Buy with INR,market,trx,INR,trx,0.376,0.0 
2022-10-21,13:12:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,13:16:23,Buy with INR,limit,trx,INR,trx,10.714,0.0 
2022-10-21,13:11:19,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,14:01:30,Buy with INR,limit,trx,INR,trx,0.182,0.0 
2022-10-21,14:01:49,Buy with INR,market,trx,INR,trx,0.192,0.0 
2022-10-21,14:01:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,14:04:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,14:03:35,Buy with INR,limit,trx,INR,trx,0.7,0.0 
2022-10-21,14:02:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-21,14:05:06,Buy with INR,market,trx,INR,trx,0.072,0.0 
2022-10-21,14:04:48,Buy with INR,market,trx,INR,trx,0.056,0.0 
2022-10-21,14:05:21,Buy with INR,market,trx,INR,trx,0.04,0.0 
2022-10-21,14:08:47,Buy with INR,limit,trx,INR,trx,15.338,0.0 
2022-10-21,14:12:56,Buy with INR,limit,trx,INR,trx,0.194,0.0 
2022-10-21,14:13:43,Buy with INR,market,trx,INR,trx,1.122,0.0 
2022-10-21,14:13:58,Buy with INR,market,trx,INR,trx,0.202,0.0 
2022-10-21,14:05:31,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:39:50,Buy with INR,market,trx,INR,trx,0.094,0.0 
2022-10-22,04:40:21,Buy with INR,limit,trx,INR,trx,0.192,0.0 
2022-10-22,04:40:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:45:21,Buy with INR,market,trx,INR,trx,1.31,0.0 
2022-10-22,04:45:11,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:45:39,Buy with INR,market,trx,INR,trx,1.244,0.0 
2022-10-22,04:47:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:46:31,Buy with INR,limit,trx,INR,trx,0.112,0.0 
2022-10-22,04:48:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:48:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:48:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:49:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,04:49:00,Buy with INR,limit,trx,INR,trx,0.742,0.0 
2022-10-22,04:51:06,Buy with INR,limit,trx,INR,trx,0.174,0.0 
2022-10-22,04:53:01,Buy with INR,market,trx,INR,trx,0.828,0.0 
2022-10-22,04:52:50,Buy with INR,limit,trx,INR,trx,5.612,0.0 
2022-10-22,04:53:17,Buy with INR,market,trx,INR,trx,0.04,0.0 
2022-10-22,04:53:32,Buy with INR,market,trx,INR,trx,0.04,0.0 
2022-10-22,05:10:35,Buy with INR,limit,trx,INR,trx,0.36,0.0 
2022-10-22,04:56:59,Buy with INR,limit,trx,INR,trx,13.182,0.0 
2022-10-22,05:14:58,Buy with INR,limit,trx,INR,trx,0.484,0.0 
2022-10-22,04:54:44,Buy with INR,limit,trx,INR,trx,0.062,0.0 
2022-10-22,05:15:26,Buy with INR,market,trx,INR,trx,1.026,0.0 
2022-10-22,05:15:41,Buy with INR,market,trx,INR,trx,0.042,0.0 
2022-10-22,05:17:33,Buy with INR,limit,trx,INR,trx,0.372,0.0 
2022-10-22,05:19:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,05:19:37,Buy with INR,limit,trx,INR,trx,0.146,0.0 
2022-10-22,05:20:06,Buy with INR,market,trx,INR,trx,1.962,0.0 
2022-10-22,05:20:16,Buy with INR,market,trx,INR,trx,1.116,0.0 
2022-10-22,05:20:56,Buy with INR,limit,trx,INR,trx,0.076,0.0 
2022-10-22,05:30:50,Buy with INR,limit,trx,INR,trx,25.086,0.0 
2022-10-22,05:33:49,Buy with INR,limit,trx,INR,trx,0.146,0.0 
2022-10-22,05:50:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,05:31:34,Buy with INR,limit,trx,INR,trx,0.122,0.0 
2022-10-22,05:53:53,Buy with INR,limit,trx,INR,trx,0.352,0.0 
2022-10-22,05:55:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,05:57:32,Buy with INR,limit,trx,INR,trx,0.134,0.0 
2022-10-22,05:52:03,Buy with INR,market,trx,INR,trx,0.072,0.0 
2022-10-22,05:58:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,05:55:28,Buy with INR,limit,trx,INR,trx,0.068,0.0 
2022-10-22,06:00:42,Buy with INR,limit,trx,INR,trx,0.128,0.0 
2022-10-22,06:01:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:02:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:02:28,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:02:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:01:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:03:03,Buy with INR,limit,trx,INR,trx,0.106,0.0 
2022-10-22,06:17:05,Buy with INR,limit,trx,INR,trx,4.916,0.0 
2022-10-22,06:08:40,Buy with INR,limit,trx,INR,trx,0.568,0.0 
2022-10-22,06:00:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:17:59,Buy with INR,limit,trx,INR,trx,26.368,0.0 
2022-10-22,06:35:50,Buy with INR,market,trx,INR,trx,5.008,0.0 
2022-10-22,06:35:40,Buy with INR,limit,trx,INR,trx,0.104,0.0 
2022-10-22,06:35:30,Buy with INR,limit,trx,INR,trx,0.136,0.0 
2022-10-22,06:17:34,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,06:52:35,Buy with INR,market,trx,INR,trx,33.924,0.0 
2022-10-22,06:40:12,Buy with INR,limit,trx,INR,trx,15.504,0.0 
2022-10-22,07:56:34,Buy with INR,market,trx,INR,trx,1.876,0.0 
2022-10-22,08:03:11,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,07:55:26,Buy with INR,limit,trx,INR,trx,0.752,0.0 
2022-10-22,07:59:48,Buy with INR,market,trx,INR,trx,0.106,0.0 
2022-10-22,08:03:44,Buy with INR,market,trx,INR,trx,1.824,0.0 
2022-10-22,08:04:04,Buy with INR,limit,trx,INR,trx,0.13,0.0 
2022-10-22,06:36:35,Buy with INR,limit,trx,INR,trx,0.334,0.0 
2022-10-22,08:03:53,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,08:06:16,Buy with INR,market,trx,INR,trx,0.79,0.0 
2022-10-22,08:08:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,08:10:49,Buy with INR,limit,trx,INR,trx,6.248,0.0 
2022-10-22,08:33:15,Buy with INR,limit,trx,INR,trx,2.882,0.0 
2022-10-22,08:06:25,Buy with INR,market,trx,INR,trx,3.882,0.0 
2022-10-22,08:24:10,Buy with INR,limit,trx,INR,trx,0.046,0.0 
2022-10-22,08:25:36,Buy with INR,limit,trx,INR,trx,0.064,0.0 
2022-10-22,08:49:43,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,08:50:07,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,08:57:39,Buy with INR,limit,trx,INR,trx,0.026,0.0 
2022-10-22,09:09:53,Buy with INR,limit,trx,INR,trx,0.076,0.0 
2022-10-22,08:50:32,Buy with INR,limit,trx,INR,trx,0.14,0.0 
2022-10-22,09:09:29,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,09:17:35,Buy with INR,limit,trx,INR,trx,0.084,0.0 
2022-10-22,09:15:54,Buy with INR,limit,trx,INR,trx,0.168,0.0 
2022-10-22,09:25:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,09:26:37,Buy with INR,limit,trx,INR,trx,0.282,0.0 
2022-10-22,09:33:34,Buy with INR,market,trx,INR,trx,1.486,0.0 
2022-10-22,09:37:29,Buy with INR,limit,trx,INR,trx,0.162,0.0 
2022-10-22,09:33:42,Buy with INR,limit,trx,INR,trx,0.06,0.0 
2022-10-22,09:22:16,Buy with INR,limit,trx,INR,trx,0.172,0.0 
2022-10-22,09:40:33,Buy with INR,market,trx,INR,trx,0.138,0.0 
2022-10-22,09:39:11,Buy with INR,market,trx,INR,trx,0.112,0.0 
2022-10-22,09:40:50,Buy with INR,market,trx,INR,trx,0.146,0.0 
2022-10-22,09:41:06,Buy with INR,market,trx,INR,trx,0.04,0.0 
2022-10-22,09:44:34,Buy with INR,limit,trx,INR,trx,0.358,0.0 
2022-10-22,09:47:14,Buy with INR,market,trx,INR,trx,2.676,0.0 
2022-10-22,09:52:52,Buy with INR,limit,trx,INR,trx,0.892,0.0 
2022-10-22,09:51:29,Buy with INR,market,trx,INR,trx,5.756,0.0 
2022-10-22,09:54:39,Buy with INR,market,trx,INR,trx,0.158,0.0 
2022-10-22,09:59:50,Buy with INR,market,trx,INR,trx,0.804,0.0 
2022-10-22,09:54:30,Buy with INR,market,trx,INR,trx,0.18,0.0 
2022-10-22,10:00:33,Buy with INR,market,trx,INR,trx,0.7,0.0 
2022-10-22,10:00:12,Buy with INR,market,trx,INR,trx,0.184,0.0 
2022-10-22,10:03:18,Buy with INR,limit,trx,INR,trx,0.16,0.0 
2022-10-22,09:55:18,Buy with INR,market,trx,INR,trx,0.074,0.0 
2022-10-22,11:16:11,Buy with INR,limit,trx,INR,trx,5.054,0.0 
2022-10-22,11:13:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,10:00:04,Buy with INR,market,trx,INR,trx,0.986,0.0 
2022-10-22,12:13:45,Buy with INR,limit,trx,INR,trx,0.262,0.0 
2022-10-22,11:41:48,Buy with INR,limit,trx,INR,trx,0.9,0.0 
2022-10-22,12:23:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,11:43:07,Buy with INR,limit,trx,INR,trx,1.31,0.0 
2022-10-22,12:18:46,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,12:30:25,Buy with INR,limit,trx,INR,trx,1.674,0.0 
2022-10-22,12:31:37,Buy with INR,limit,trx,INR,trx,0.146,0.0 
2022-10-22,12:37:49,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,12:29:12,Buy with INR,limit,trx,INR,trx,0.072,0.0 
2022-10-22,12:25:17,Buy with INR,limit,trx,INR,trx,0.25,0.0 
2022-10-22,12:39:20,Buy with INR,limit,trx,INR,trx,10.912,0.0 
2022-10-22,12:40:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,12:40:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,12:49:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,12:59:09,Buy with INR,limit,trx,INR,trx,3.72,0.0 
2022-10-22,12:50:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,13:22:05,Buy with INR,limit,trx,INR,trx,1.014,0.0 
2022-10-22,15:16:39,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,16:03:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,16:30:40,Buy with INR,limit,trx,INR,trx,1.244,0.0 
2022-10-22,20:20:16,Buy with INR,limit,trx,INR,trx,0.212,0.0 
2022-10-22,13:21:07,Buy with INR,limit,trx,INR,trx,0.128,0.0 
2022-10-22,20:28:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-22,21:14:52,Buy with INR,limit,trx,INR,trx,0.1,0.0 
2022-10-22,21:34:17,Buy with INR,limit,trx,INR,trx,2.018,0.0 
2022-10-22,20:28:28,Buy with INR,limit,trx,INR,trx,0.686,0.0 
2022-10-22,22:52:56,Buy with INR,limit,trx,INR,trx,0.436,0.0 
2022-10-22,23:17:30,Buy with INR,limit,trx,INR,trx,0.838,0.0 
2022-10-22,23:29:07,Buy with INR,limit,trx,INR,trx,3.056,0.0 
2022-10-23,00:06:04,Buy with INR,limit,trx,INR,trx,3.536,0.0 
2022-10-22,23:28:38,Buy with INR,limit,trx,INR,trx,20.95,0.0 
2022-10-23,00:15:13,Buy with INR,limit,trx,INR,trx,0.864,0.0 
2022-10-23,00:06:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,00:15:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,00:15:43,Buy with INR,limit,trx,INR,trx,0.338,0.0 
2022-10-23,00:08:23,Buy with INR,limit,trx,INR,trx,0.178,0.0 
2022-10-23,00:16:29,Buy with INR,limit,trx,INR,trx,2.394,0.0 
2022-10-23,00:53:57,Buy with INR,limit,trx,INR,trx,0.136,0.0 
2022-10-23,00:58:02,Buy with INR,limit,trx,INR,trx,0.22,0.0 
2022-10-23,05:58:35,Buy with INR,market,trx,INR,trx,2.134,0.0 
2022-10-23,01:46:46,Buy with INR,limit,trx,INR,trx,10.276,0.0 
2022-10-23,06:13:21,Buy with INR,limit,trx,INR,trx,0.124,0.0 
2022-10-23,06:00:34,Buy with INR,market,trx,INR,trx,0.43,0.0 
2022-10-23,06:01:00,Buy with INR,limit,trx,INR,trx,0.078,0.0 
2022-10-23,06:28:11,Buy with INR,limit,trx,INR,trx,0.796,0.0 
2022-10-23,06:23:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,06:06:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,06:33:26,Buy with INR,limit,trx,INR,trx,1.558,0.0 
2022-10-23,06:27:03,Buy with INR,limit,trx,INR,trx,6.224,0.0 
2022-10-23,06:38:55,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,06:41:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,06:41:35,Buy with INR,limit,trx,INR,trx,7.808,0.0 
2022-10-23,06:34:30,Buy with INR,limit,trx,INR,trx,0.07,0.0 
2022-10-23,06:43:06,Buy with INR,limit,trx,INR,trx,0.126,0.0 
2022-10-23,06:41:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,06:49:35,Buy with INR,limit,trx,INR,trx,0.284,0.0 
2022-10-23,07:21:34,Buy with INR,limit,trx,INR,trx,0.174,0.0 
2022-10-23,07:28:25,Buy with INR,limit,trx,INR,trx,0.14,0.0 
2022-10-23,07:33:58,Buy with INR,limit,trx,INR,trx,0.044,0.0 
2022-10-23,07:30:34,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,07:44:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,07:53:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,07:52:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,07:40:23,Buy with INR,limit,trx,INR,trx,0.72,0.0 
2022-10-23,07:55:14,Buy with INR,market,trx,INR,trx,0.986,0.0 
2022-10-23,07:55:26,Buy with INR,market,trx,INR,trx,0.66,0.0 
2022-10-23,07:55:32,Buy with INR,market,trx,INR,trx,1.49,0.0 
2022-10-23,07:55:37,Buy with INR,market,trx,INR,trx,3.482,0.0 
2022-10-23,07:55:01,Buy with INR,market,trx,INR,trx,6.144,0.0 
2022-10-23,07:55:59,Buy with INR,market,trx,INR,trx,0.52,0.0 
2022-10-23,07:55:45,Buy with INR,market,trx,INR,trx,0.502,0.0 
2022-10-23,07:55:54,Buy with INR,market,trx,INR,trx,1.13,0.0 
2022-10-23,07:58:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,07:59:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,08:02:09,Buy with INR,limit,trx,INR,trx,0.904,0.0 
2022-10-23,07:57:20,Buy with INR,limit,trx,INR,,,0.0 
2022-10-23,08:44:47,Buy with INR,limit,trx,INR,trx,5.4,0.0 
2022-10-23,08:39:39,Buy with INR,limit,trx,INR,trx,0.218,0.0 
2022-10-23,08:40:24,Buy with INR,limit,trx,INR,trx,0.614,0.0 
2022-10-23,08:51:26,Buy with INR,limit,trx,INR,trx,3.58,0.0 
2022-10-23,10:22:32,Buy with INR,limit,trx,INR,trx,0.988,0.0 
2022-10-23,08:45:04,Buy with INR,limit,trx,INR,trx,0.456,0.0 
2022-10-23,10:30:18,Buy with INR,market,trx,INR,trx,4.79,0.0 
2022-10-23,10:30:22,Buy with INR,market,trx,INR,trx,1.196,0.0 
2022-10-23,10:29:59,Buy with INR,limit,trx,INR,trx,10.714,0.0 
2022-10-23,10:58:25,Buy with INR,market,trx,INR,trx,2.966,0.0 
2022-10-23,10:32:50,Buy with INR,limit,trx,INR,trx,1.66,0.0 
2022-10-23,11:36:15,Buy with INR,limit,trx,INR,trx,2.23,0.0 
2022-10-23,16:06:57,Buy with INR,limit,trx,INR,trx,0.492,0.0 
2022-10-23,10:58:36,Buy with INR,limit,trx,INR,trx,14.84,0.0 
2022-10-23,21:49:23,Buy with INR,limit,trx,INR,trx,1.636,0.0 
2022-10-23,21:50:01,Buy with INR,limit,trx,INR,trx,1.192,0.0 
2022-10-24,03:46:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,03:47:27,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,03:46:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,03:56:53,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,03:57:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:15:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,00:21:02,Buy with INR,limit,trx,INR,trx,3.72,0.0 
2022-10-24,04:20:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:20:56,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:20:35,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:29:30,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:21:02,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:31:55,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:37:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:20:28,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:32:15,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:37:24,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:37:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:37:47,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:35:17,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:38:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:40:40,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:41:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:45:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:43:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:44:07,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:46:36,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:51:03,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,04:57:25,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,05:03:57,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,05:08:47,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,04:46:23,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:05:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,05:08:33,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:09:02,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:10:12,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:10:07,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:10:21,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:24:50,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:12:56,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:42:35,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:42:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,05:50:42,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:50:53,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:51:19,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,05:51:36,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:10:44,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:00:23,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:10:54,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,05:50:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:11:03,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:13:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:11:14,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:15:34,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:15:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:15:17,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:19:29,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:21:12,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:15:48,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:21:30,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:21:35,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:22:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:22:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:23:44,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:32:03,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:22:04,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,06:24:46,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:38:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:45:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,07:30:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,07:35:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,08:28:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,06:47:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,08:16:05,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,08:30:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,08:44:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,08:49:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:07:59,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:30:54,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:11:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:21:49,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:33:10,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:32:18,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:33:32,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:30:38,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:35:04,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:34:13,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:35:23,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:35:09,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,09:47:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:46:21,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:39:45,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:51:56,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,09:57:00,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,10:04:10,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,10:06:03,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,10:03:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,10:02:30,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,10:22:27,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:14:14,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:46:42,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,10:41:26,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:50:34,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:53:33,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:46:01,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,11:54:09,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:09:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:10:08,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:11:52,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:12:06,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:12:22,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:12:37,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:18:40,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,12:16:14,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:18:35,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,12:19:42,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,12:18:31,Buy with INR,market,trx,INR,,,0.0 
2022-10-24,12:19:50,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:20:35,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:20:51,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:23:41,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:21:28,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:24:04,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:25:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:33:58,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:30:47,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:49:57,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,12:50:15,Buy with INR,limit,trx,INR,,,0.0 
2022-10-24,13:27:15,Buy with INR,limit,trx,INR,,,0.0 
